4.094236643493747908e-10,4.793411283635139220e-08,1.128752662468318945e-07,1.564746705696417510e-07,8.045315872509047427e-08
4.106573898305411036e-10,1.829433285605053431e-08,4.458259796054753514e-08,6.473997686911345670e-08,3.102670300006296345e-08
4.118948329242812344e-10,4.033284689166903764e-09,9.819184323267890139e-09,1.303599793177435923e-08,6.839209112033378243e-09
4.131360048329618567e-10,3.906505927510743722e-09,9.513667142086042763e-09,1.282802814379263385e-08,6.625940284628880766e-09
4.143809167927026456e-10,6.639367336729471515e-09,1.561843972197478833e-08,1.898333990733398462e-08,1.113466539794776920e-08
4.156295800734846901e-10,3.189018108922659573e-09,7.513048281497890099e-09,1.041545600444404345e-08,5.354455592808892915e-09
4.168820059792459290e-10,2.020780605359615439e-08,4.921668878245306066e-08,7.106376506588469902e-08,3.427711602587307838e-08
4.181382058479900801e-10,4.743630439928485254e-09,1.118542406068512632e-08,1.550798146922315516e-08,7.970210893543487019e-09
4.193981910518823351e-10,4.087301338613464050e-09,9.616885075492723729e-09,1.333023834396109676e-08,6.855735465008612715e-09
4.206619729973595292e-10,3.083570235981483551e-09,7.266501328362358589e-09,1.007395635977722676e-08,5.178459426444570588e-09
4.219295631252271285e-10,3.551503964328894898e-09,8.348226736775302745e-09,1.123580436699144469e-08,5.952541302441336520e-09
4.232009729107653154e-10,6.408302685513827387e-09,1.510560159050342572e-08,1.901013680519733801e-08,1.076441980521683236e-08
4.244762138638357471e-10,3.117041070406817177e-09,7.340740925388505135e-09,1.017617386843891755e-08,5.232068651367115820e-09
4.257552975289794211e-10,2.866677650571841482e-09,6.977584404665090585e-09,9.255905775508876175e-09,4.860209462372720215e-09
4.270382354855282930e-10,4.908632667006913478e-09,1.156005133469163271e-08,1.602521336559131949e-08,8.239358330692596441e-09
4.283250393477030906e-10,5.244698646944077881e-09,1.234958349043959470e-08,1.648956928035686666e-08,8.802399438642850672e-09
4.296157207647254485e-10,1.792290159136209977e-08,4.221179649269580730e-08,5.028210858251484916e-08,3.008588468279350855e-08
4.309102914209162392e-10,7.124752023866071094e-09,1.737885305044238276e-08,2.509263854019617417e-08,1.209960806273032860e-08
4.322087630358086385e-10,7.131362858108488567e-09,1.679384767121143209e-08,2.328056681731772033e-08,1.196984688897324219e-08
4.335111473642476973e-10,4.385703288272239976e-09,1.068375142877612632e-08,1.537052362077956394e-08,7.440402608813686429e-09
4.348174561964999428e-10,4.654390897860955986e-09,1.097232028233531493e-08,1.521214427919648585e-08,7.818784046038263341e-09
4.361277013583620496e-10,3.911257591875058609e-09,9.531917386080253352e-09,1.376156876271163859e-08,6.637646509938428078e-09
4.374418947112623763e-10,7.741882111132767020e-09,1.823367589069624034e-08,2.527682187757848179e-08,1.299576518405556658e-08
4.387600481523749607e-10,6.549755149607427152e-09,1.591827438523945707e-08,2.297514732078286448e-08,1.109139061600036664e-08
4.400821736147203849e-10,6.473952803126333702e-09,1.574674756078688195e-08,2.272938547006154111e-08,1.097000108542570823e-08
4.414082830672808046e-10,4.193630403264617021e-09,9.872823167000210163e-09,1.295376529221728197e-08,7.037340631600556573e-09
4.427383885151012786e-10,5.315672606492828600e-09,1.254180942955970074e-08,1.738964809775394411e-08,8.935559788151501347e-09
4.440725019994053681e-10,6.015617480424098704e-09,1.417103243751609050e-08,1.950517685379158343e-08,1.009971364096044121e-08
4.454106355976981195e-10,5.399071707887834441e-09,1.272304525349736715e-08,1.763866167113048971e-08,9.067063364042554482e-09
4.467528014238780451e-10,5.042418379137351812e-09,1.189109749371292447e-08,1.648652055809584746e-08,8.472863932778549280e-09
4.480990116283493605e-10,6.014718014665027045e-09,1.417885173340984627e-08,1.965763803672481426e-08,1.010375331849762110e-08
4.494492783981257960e-10,3.715419768110396453e-09,8.753017721666336536e-09,1.213440837764294667e-08,6.238193413554953888e-09
4.508036139569481077e-10,8.023725639935436048e-09,1.889463116864066284e-08,2.619267011025485327e-08,1.346727396308597701e-08
4.521620305653873721e-10,7.680482432917791311e-09,1.808896400370058023e-08,2.507624344057734215e-08,1.289264965915896067e-08
4.535245405209636345e-10,1.591325329139630052e-08,3.757322922999101662e-08,4.084591823982806259e-08,2.676574383538505348e-08
4.548911561582493583e-10,4.339900000790630682e-09,1.020485488824362056e-08,1.414442042719926436e-08,7.275889298487127576e-09
4.562618898489889529e-10,6.537741672175659135e-09,1.540698659285038278e-08,2.135957668925253139e-08,1.097967833542719577e-08
4.576367540022039802e-10,3.657915639201633537e-09,8.614694059236297691e-09,1.194228820554830524e-08,6.140065922896683828e-09
4.590157610643083917e-10,5.298454460193540881e-09,1.248064792514921353e-08,1.310034021783992580e-08,8.895146873275414112e-09
4.603989235192241784e-10,5.669588218811987067e-09,1.274420429904145362e-08,1.274420429904145362e-08,9.524003647552256884e-09
4.617862538884874568e-10,5.482221308224604013e-09,1.288154876807916228e-08,1.507547218906148862e-08,9.185715747290622727e-09
